nom,prix,categorie,store_name,prix_original,unite,promotion
Nuggets de poulet 250g - FRIPOZO,31.95,Glaces_surgeles,marjane,,L,False
Marjane cônes de glace crème et fraise 4x120ml,31.95,Glaces_surgeles,marjane,,L,False
Chaussons parmentier fromage frais fines herbes 750g - THIRIET,119.5,Glaces_surgeles,marjane,,g,False
Baskin Robbins bac de crème glacée cookies 120ml,27.9,Glaces_surgeles,marjane,,L,False
Bâtonnets de volaille surgelés 300g - DINDY,38.0,Glaces_surgeles,marjane,,L,False
Intermarché - Adélie bâtonnets de glace colosse double chocolat x4 299g,44.95,Glaces_surgeles,marjane,,L,False
Japanese chicken piment cumin 300g - DINDY,45.0,Glaces_surgeles,marjane,,g,False
Cheesecake 2x80g - OREO,59.95,Glaces_surgeles,marjane,,g,False
Cheesecake 2x85g - DAIM,59.95,Glaces_surgeles,marjane,,g,False
Cheesecake 2x85g - TOBLERONE,59.95,Glaces_surgeles,marjane,,L,False
Lava cake 2x90g - MILKA,59.95,Glaces_surgeles,marjane,,L,False
Croquettes de pomme de terre 1Kg - ECOFROST,24.95,Glaces_surgeles,marjane,,kg,False
Intermarché - Basilic bio 50g - SAINT ELOI,19.95,Glaces_surgeles,marjane,,L,False
Intermarché - Champignons de paris émincés bio 600g - SAINT ELOI,54.95,Glaces_surgeles,marjane,,L,False
Intermarché - Choux-fleurs en fleurettes bio 600g - SAINT ELOI,36.5,Glaces_surgeles,marjane,,L,False
Intermarché - Ciboulette bio 50g - SAINT ELOI,19.95,Glaces_surgeles,marjane,,L,False
Intermarché - Coriandre bio 50g - SAINT ELOI,24.95,Glaces_surgeles,marjane,,L,False
Intermarché - Frites au four 750g - SAINT ELOI,27.5,Glaces_surgeles,marjane,,L,False
Marjane bâtonnets de glace vanille 3x120ml,31.95,Glaces_surgeles,marjane,,L,False
10 mini croissants pur beurre 300g - THIRIET,49.95,Glaces_surgeles,marjane,,g,False
6 fromages chevres panes 240g - THIRIET,64.5,Glaces_surgeles,marjane,,g,False
Ananas en morceaux 450g - THIRIET,54.95,Glaces_surgeles,marjane,,g,False
Anneaux de calamar 800g - KHAYRAT,63.25,Glaces_surgeles,marjane,,L,False
Anneaux de calamars 350g - FAYZ,19.95,Glaces_surgeles,marjane,,L,False
Asperges vertes 450g - THIRIET,99.95,Glaces_surgeles,marjane,,g,False
Bac de crème glacée Fayz chocolat 1L,19.5,Glaces_surgeles,marjane,,L,False
Bac de crème glacée Fayz fraise 1L,18.95,Glaces_surgeles,marjane,,L,False
Bac de crème glacée Fayz vanille 1L,19.5,Glaces_surgeles,marjane,,L,False
Bac de crème glacée Pingouin premium fraise 1L,48.7,Glaces_surgeles,marjane,,L,False
Bac de crème glacée Somosierra stracciatella 470g,69.95,Glaces_surgeles,marjane,,L,False
Baguette viennoise poulet à la vietnamienne 210g - YAMITA,33.2,Glaces_surgeles,marjane,,L,False
Baguette viennoise poulet roti emmental 220g - YAMITA,33.75,Glaces_surgeles,marjane,,L,False
Baguette viennoise saumon fumé 210g - YAMITA,36.2,Glaces_surgeles,marjane,,g,False
Baguette viennoise thon crudités 220g - YAMITA,33.95,Glaces_surgeles,marjane,,g,False
Baskin Robbins bac de crème glacée cookies 500ml,89.9,Glaces_surgeles,marjane,,L,False
Baskin Robbins bac de crème glacée praliné 120ml,27.9,Glaces_surgeles,marjane,,L,False
Baskin Robbins bac de crème glacée praliné 500ml,89.9,Glaces_surgeles,marjane,,L,False
Horloge Temp/Humidi Fuction MF109250 BOX3 - CITYTEK,49.0,Objet Connectes,marjane,,L,False
Horloge Temp/Humidi Fuction MF109250 BOX3 - CITYTEK,49.0,Objet Connectes,marjane,,L,False
Horloge Temp/Humidi Fuction MF109250 BOX3 - CITYTEK,49.0,Objet Connectes,marjane,,L,False
Smarthphone Galaxy A17 (5G) 8+256GB black - SAMSUNG,2990.0,Objet Connectes,marjane,,L,False
AirPods 4 MXP63 - APPLE,1819.0,Objet Connectes,marjane,,L,False
"Anneau light selfie 13"" Trepied MF109338 - CITYTEK",119.0,Objet Connectes,marjane,,L,False
Apple Watch S8 GPS 41mm rouge MNP73B/A - APPLE,5990.0,Objet Connectes,marjane,,L,False
Apple Watch SE GPS 44mm Starlight MNJX3B/A - APPLE,4200.0,Objet Connectes,marjane,,L,False
Balance connecté smart Fat Glass MF109331 - CITYTEK,199.0,Objet Connectes,marjane,,L,False
Barre de son HW-C450/MV - SAMSUNG,1999.95,Objet Connectes,marjane,,g,False
"Brassard pour smartphone 6,8″ MF109436 - CITYTEK",49.0,Objet Connectes,marjane,,,False
Câble 3en1 5V/2A MF109231 - CITYTEK,49.0,Objet Connectes,marjane,,L,False
Câble 3en1 LED MF109323 2A - CITYTEK,49.0,Objet Connectes,marjane,,L,False
Cable 544 Usb-C Tousb-C(Bio-Based 3Ft) Black Anke ANKER 54,149.0,Objet Connectes,marjane,,L,False
Câble digital Type-C MF109409 - CITYTEK,79.0,Objet Connectes,marjane,,L,False
Cable Eco Typ-C20W18W Dble Chrger Voitre Xtremema XTREMEMAC,299.0,Objet Connectes,marjane,,L,False
Câble flexi lightning USB-A-MFI-2M-White - XTREMEMAC,269.0,Objet Connectes,marjane,,L,False
Câble HDMI 4K avec ethernet 2m MF109373 - CITYTEK,49.0,Objet Connectes,marjane,,L,False
Câble light IND LAMP DATA FC 15W3A MF109102 - CITYTEK,29.0,Objet Connectes,marjane,,L,False
Câble lightening 3CL MF109063 - CITYTEK,39.0,Objet Connectes,marjane,,L,False
Câble Lightening data 3A 1.5M nylon MF109066 - CITYTEK,69.0,Objet Connectes,marjane,,L,False
Câble lightning plat en nylon 1.2M vert - XTREMEMAC,199.0,Objet Connectes,marjane,,L,False
Câble LIGHTNING USB 1M blanc - ZATEC,34.9,Objet Connectes,marjane,,L,False
Câble MICRO USB 1M blanc - ZATEC,34.9,Objet Connectes,marjane,,L,False
Câble multifonction 6 en 1 MF109371 - CITYTEK,59.0,Objet Connectes,marjane,,L,False
Câble OCD‑1525C Noir - ORAIMO,80.0,Objet Connectes,marjane,,L,False
Cable Rotatif 90° Type C Mf109370C Citytek CITYTEK,39.0,Objet Connectes,marjane,,L,False
Câble rotatif Lightning MF109370 90° - CITYTEK,29.0,Objet Connectes,marjane,,L,False
Câble type C IND LAMP DATA FC 15W3A MF109101 - CITYTEK,29.0,Objet Connectes,marjane,,L,False
Câble TYPE C Z-29 - ZATEC,34.9,Objet Connectes,marjane,,L,False
Câble Type-C vers Lightning 3A 1m nylon MF109426 - CITYTEK,39.0,Objet Connectes,marjane,,L,False
Câble Type-C vers Lightning avec indicateur MF109417 - CITYTEK,39.0,Objet Connectes,marjane,,L,False
Câble TYPE-C VERS TYPE-C 3A EP-DA705BB noir - SAMSUNG,99.0,Objet Connectes,marjane,,L,False
Câble Type-C vers Type-C avec indicateur MF109416 - CITYTEK,39.0,Objet Connectes,marjane,,L,False
Câble type.C data 3A 1M nylon MF109067 - CITYTEK,79.0,Objet Connectes,marjane,,L,False
Câble Type.C to Type.C 3A 1M nylon MF109064 - CITYTEK,39.0,Objet Connectes,marjane,,L,False
Câble USB d'imprimante 2.0 3M noir - MEDIA RANGE,59.0,Objet Connectes,marjane,,L,False
Caméra 360° Wifi Campro 1080P MF109309 BOX3 - CITYTEK,79.0,Objet Connectes,marjane,,,False
Carte mémoire 16GO CLASS 10 - ZATEC,59.0,Objet Connectes,marjane,,L,False
Carte mémoire MICRO SD 32GO CLASS 10 - ZATEC,109.0,Objet Connectes,marjane,,L,False
Carte mémoire MICRO SD 64GO CLASS 10 - ZATEC,189.0,Objet Connectes,marjane,,L,False
Carte MICROSD 32G - LEXAR,69.0,Objet Connectes,marjane,,L,False
Cartouche d'encre 103 Ecotank bouteille encre cyan - EPSON,149.0,Objet Connectes,marjane,,L,False
Cartouche d'encre 103 Ecotank bouteille encre jaune - EPSON,149.0,Objet Connectes,marjane,,L,False
Cartouche d'encre CL-446 pour IMP PIXMA 2540S - CANON,309.0,Objet Connectes,marjane,,L,False
Casque bluethooth WH-CH520 /BZ noir - SONY,549.0,Objet Connectes,marjane,,L,False
Casque bluethooth WH-CH520 /LZ bleu - SONY,549.0,Objet Connectes,marjane,,L,False
Casque bluetooth anc abricot mf109391a - CITYTEK,329.0,Objet Connectes,marjane,,L,False
Casque bluetooth anc gris mf109391g - CITYTEK,329.0,Objet Connectes,marjane,,L,False
Casque bluetooth anc noir mf109391b - CITYTEK,329.0,Objet Connectes,marjane,,L,False
Casque bluetooth boost - ZATEC,179.0,Objet Connectes,marjane,,L,False
Casque bluetooth enfants CAT MF109330 - CITYTEK,119.0,Objet Connectes,marjane,,L,False

